city,state,dma_name,dma_code
PROVO,UT,SALT LAKE CITY,770
MISSION,TX,HARLINGEN - WSLCO - BRNSVL - MCA,636
BELLEVILLE,KS,LINCOLN & HSTNGS - KRNY,722
LAKEWOOD,WA,SEATTLE - TACOMA,819
CARY,NC,RALEIGH - DURHAM (FAYETVLLE),560
WALDORF,MD,"WASHINGTON, DC (HAGRSTWN)",511
SANDY,UT,SALT LAKE CITY,770
SANTA MARIA,CA,SANTABARBRA - SANMAR - SANLUOB,855
CASA GRANDE,AZ,PHOENIX (PRESCOTT),753
PERRYVILLE,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
LAKEWOOD,CA,LOS ANGELES,803
FONTANA,CA,LOS ANGELES,803
HAMMOND,IN,CHICAGO,602
PRESCOTT,AZ,PHOENIX (PRESCOTT),753
PISMO BEACH,CA,SANTABARBRA - SANMAR - SANLUOB,855
FRANKLIN,TN,NASHVILLE,659
CORBIN,KY,LEXINGTON,541
CAMP HILL,PA,HARRISBURG - LNCSTR - LEB - YORK,566
CUMBERLAND,MD,"WASHINGTON, DC (HAGRSTWN)",511
LUFKIN,TX,TYLER - LONGVIEW (LFKN & NCGD),709
CALLICOON,NY,NEW YORK,501
HILTON HEAD ISLAND,SC,SAVANNAH,507
CAIRO,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
WARNER ROBINS,GA,MACON,503
NEWARK,DE,PHILADELPHIA,504
COMPTON,CA,LOS ANGELES,803
DANVILLE,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
BELLINGHAM,WA,SEATTLE - TACOMA,819
CAMBRIDGE,MD,SALISBURY,576
BEVERLY HILLS,CA,LOS ANGELES,803
MURFREESBORO,TN,NASHVILLE,659
POUGHKEEPSIE,NY,NEW YORK,501
AIKEN,SC,AUGUSTA,520
MISSION,KS,KANSAS CITY,616
WARREN,OH,YOUNGSTOWN,536
PLANT CITY,FL,TAMPA - ST. PETE (SARASOTA),539
UPPER MARLBORO,MD,"WASHINGTON, DC (HAGRSTWN)",511
LYNNWOOD,WA,SEATTLE - TACOMA,819
MISSION VIEJO,CA,LOS ANGELES,803
PONTIAC,MI,DETROIT,505
CANOGA PARK,CA,LOS ANGELES,803
MOUNT CLEMENS,MI,DETROIT,505
GALLUP,NM,ALBUQUERQUE - SANTA FE,790
SUGAR LAND,TX,HOUSTON,618
IRONTON,MO,ST. LOUIS,609
SALISBURY,MD,SALISBURY,576
FLUSHING,NY,NEW YORK,501
HIGHLANDS RANCH,CO,DENVER,751
BETHANY,MO,KANSAS CITY,616
MANASSAS,VA,"WASHINGTON, DC (HAGRSTWN)",511
CORAL SPRINGS,FL,MIAMI - FT. LAUDERDALE,528
SHAMOKIN,PA,WILKES BARRE - SCRANTON,577
NEWBURGH,NY,NEW YORK,501
FAYETTEVILLE,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
GALVESTON,TX,HOUSTON,618
LOGAN,WV,CHARLESTON - HUNTINGTON,564
COCOA,FL,ORLANDO - DAYTONA BCH - MELBRN,534
ALPHARETTA,GA,ATLANTA,524
ITHACA,NY,SYRACUSE,555
NORMAN,OK,OKLAHOMA CITY,650
FREDERICK,MD,"WASHINGTON, DC (HAGRSTWN)",511
POCATELLO,ID,IDAHO FALLS - POCATELLO,758
PANAMA CITY BEACH,FL,PANAMA CITY,656
COVINGTON,KY,CINCINNATI,515
LEWISVILLE,TX,DALLAS - FT. WORTH,623
MC LEAN,VA,"WASHINGTON, DC (HAGRSTWN)",511
HARNED,KY,LOUISVILLE,529
BATAVIA,NY,BUFFALO,514
SAN PEDRO,CA,LOS ANGELES,803
CHESTER,PA,PHILADELPHIA,504
FLORENCE,AL,HUNTSVILLE - DECATUR (FLOR),691
FLORAL PARK,NY,NEW YORK,501
CONWAY,AR,LITTLE ROCK - PINE BLUFF,693
HEMET,CA,PALM SPRINGS,804
SOUTH LAKE TAHOE,CA,SACRAMNTO - STKTN - MODESTO,862
ATLANTIC BEACH,FL,JACKSONVILLE,561
LAUREL,MS,HATTIESBURG - LAUREL,710
ORANGEBURG,SC,"COLUMBIA, SC",546
MERCED,CA,FRESNO - VISALIA,866
GOLDSBORO,NC,RALEIGH - DURHAM (FAYETVLLE),560
POPLAR BLUFF,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
DALY CITY,CA,SAN FRANCISCO - OAK - SAN JOSE,807
PORT ARTHUR,TX,BEAUMONT - PORT ARTHUR,692
WEATHERFORD,TX,DALLAS - FT. WORTH,623
GREENVILLE,MS,GREENWOOD - GREENVILLE,647
CLOVIS,CA,FRESNO - VISALIA,866
BUENA PARK,CA,LOS ANGELES,803
KENNER,LA,NEW ORLEANS,622
ATHENS,AL,HUNTSVILLE - DECATUR (FLOR),691
WALNUT CREEK,CA,SAN FRANCISCO - OAK - SAN JOSE,807
PARIS,TX,DALLAS - FT. WORTH,623
GLENS FALLS,NY,ALBANY - SCHENECTADY - TROY,532
COOKEVILLE,TN,NASHVILLE,659
ASHEBORO,NC,GREENSBORO - H. POINT - W. SALEM,518
MARSHFIELD,WI,WAUSAU - RHINELANDER,705
HATTIESBURG,MS,HATTIESBURG - LAUREL,710
EL CAJON,CA,SAN DIEGO,825
ASH GROVE,MO,"SPRINGFIELD, MO",619
BAY CITY,MI,FLINT - SAGINAW - BAY CITY,513
RUSSELLVILLE,AR,LITTLE ROCK - PINE BLUFF,693
FRENCHBURG,KY,LEXINGTON,541
DANVILLE,KY,LEXINGTON,541
VALLEJO,CA,SACRAMNTO - STKTN - MODESTO,862
CARROLLTON,TX,DALLAS - FT. WORTH,623
WHITESBURG,KY,"TRI - CITIES, TN - VA",531
LAKE ORION,MI,DETROIT,505
MIDLOTHIAN,VA,RICHMOND - PETERSBURG,556
CULLMAN,AL,BIRMINGHAM (ANN & TUSC),630
TUPELO,MS,COLUMBUS - TUPELO - WEST POINT,673
BURAS,LA,NEW ORLEANS,622
KINSTON,NC,GREENVILLE - N. BERN - WASHNGTN,545
CAMARILLO,CA,LOS ANGELES,803
COOLVILLE,OH,"COLUMBUS, OH",535
FRONT ROYAL,VA,"WASHINGTON, DC (HAGRSTWN)",511
DAVENPORT,FL,TAMPA - ST. PETE (SARASOTA),539
HIGH POINT,NC,GREENSBORO - H. POINT - W. SALEM,518
MENIFEE,CA,PALM SPRINGS,804
ASHLAND,KY,CHARLESTON - HUNTINGTON,564
MARTINS FERRY,OH,WHEELING - STEUBENVILLE,554
SUN CITY,AZ,PHOENIX (PRESCOTT),753
GREENVILLE,TX,DALLAS - FT. WORTH,623
STAFFORD,VA,"WASHINGTON, DC (HAGRSTWN)",511
MONROVIA,CA,LOS ANGELES,803
PINE BLUFF,AR,LITTLE ROCK - PINE BLUFF,693
SUMTER,SC,"COLUMBIA, SC",546
NICHOLS,NY,BINGHAMTON,502
BENTON,AR,LITTLE ROCK - PINE BLUFF,693
PORT ORANGE,FL,ORLANDO - DAYTONA BCH - MELBRN,534
MOORESVILLE,NC,CHARLOTTE,517
WALLED LAKE,MI,DETROIT,505
EDINBURG,TX,HARLINGEN - WSLCO - BRNSVL - MCA,636
JANESVILLE,WI,MADISON,669
NORTH RICHLAND HILLS,TX,DALLAS - FT. WORTH,623
SAN LUIS OBISPO,CA,SANTABARBRA - SANMAR - SANLUOB,855
CLOVERDALE,OR,"PORTLAND, OR",820
LAKE HAVASU CITY,AZ,PHOENIX (PRESCOTT),753
HOUMA,LA,NEW ORLEANS,622
EDMORE,ND,FARGO - VALLEY CITY,724
MENLO PARK,CA,SAN FRANCISCO - OAK - SAN JOSE,807
RICHMOND,TX,HOUSTON,618
SOUTH CHARLESTON,WV,CHARLESTON - HUNTINGTON,564
BROKEN ARROW,OK,TULSA,671
WAYCROSS,GA,JACKSONVILLE,561
DALTON,GA,CHATTANOOGA,575
POMONA,CA,LOS ANGELES,803
PALMDALE,CA,LOS ANGELES,803
AYLETT,VA,RICHMOND - PETERSBURG,556
VICTORVILLE,CA,LOS ANGELES,803
MONTGOMERY CITY,MO,COLUMBIA - JEFFERSON CITY,604
HOMOSASSA,FL,TAMPA - ST. PETE (SARASOTA),539
GRAYSON,KY,CHARLESTON - HUNTINGTON,564
LAGUNA HILLS,CA,LOS ANGELES,803
BRANDON,FL,TAMPA - ST. PETE (SARASOTA),539
YUMA,AZ,YUMA - EL CENTRO,771
ADA,MN,FARGO - VALLEY CITY,724
NEW BRAUNFELS,TX,SAN ANTONIO,641
FOUNTAIN HILLS,AZ,PHOENIX (PRESCOTT),753
DUNN,NC,RALEIGH - DURHAM (FAYETVLLE),560
IOWA CITY,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
CAPE GIRARDEAU,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
CAMPBELL,CA,SAN FRANCISCO - OAK - SAN JOSE,807
SANTA CLARA,UT,SALT LAKE CITY,770
GRAND ISLAND,NE,LINCOLN & HSTNGS - KRNY,722
FORMAN,ND,FARGO - VALLEY CITY,724
ROCKLAKE,ND,FARGO - VALLEY CITY,724
COLFAX,IA,DES MOINES - AMES,679
TOWSON,MD,BALTIMORE,512
DOVER,DE,PHILADELPHIA,504
GRAND FORKS,ND,FARGO - VALLEY CITY,724
LUTZ,FL,TAMPA - ST. PETE (SARASOTA),539
WEST VALLEY CITY,UT,SALT LAKE CITY,770
SURPRISE,AZ,PHOENIX (PRESCOTT),753
BETHLEHEM,PA,PHILADELPHIA,504
DOWNEY,CA,LOS ANGELES,803
BROOMFIELD,CO,DENVER,751
ROCKY MOUNT,NC,RALEIGH - DURHAM (FAYETVLLE),560
LEESVILLE,SC,"COLUMBIA, SC",546
CHURCHVILLE,VA,HARRISONBURG,569
HELENA,MT,HELENA,766
WEST BLOOMFIELD,MI,DETROIT,505
WEST COVINA,CA,LOS ANGELES,803
LECANTO,FL,TAMPA - ST. PETE (SARASOTA),539
JUNEAU,AK,JUNEAU,747
BROWNSBURG,IN,INDIANAPOLIS,527
ROME,GA,ATLANTA,524
PLANTATION,FL,MIAMI - FT. LAUDERDALE,528
FORT WALTON BEACH,FL,MOBILE - PENSACOLA (FT WALT),686
CANNON FALLS,MN,MINNEAPOLIS - ST. PAUL,613
ROLLA,MO,ST. LOUIS,609
ABERDEEN,SD,SIOUX FALLS (MITCHELL),725
OSHKOSH,WI,GREEN BAY - APPLETON,658
FORT MILL,SC,CHARLOTTE,517
DUCHESNE,UT,SALT LAKE CITY,770
IRONTON,OH,CHARLESTON - HUNTINGTON,564
LEBANON,MO,"SPRINGFIELD, MO",619
ABINGDON,VA,"TRI - CITIES, TN - VA",531
NORCROSS,GA,ATLANTA,524
LEBANON,KY,LOUISVILLE,529
BAKER,CA,LOS ANGELES,803
HANOVER PARK,IL,CHICAGO,602
CONCORDIA,MO,KANSAS CITY,616
LAGRANGEVILLE,NY,NEW YORK,501
VICKSBURG,MS,"JACKSON, MS",718
GREELEY,CO,DENVER,751
BONITA SPRINGS,FL,FT. MYERS - NAPLES,571
SUNNYVALE,CA,SAN FRANCISCO - OAK - SAN JOSE,807
LAWRENCE,KS,KANSAS CITY,616
BARSTOW,CA,LOS ANGELES,803
EAST LANSING,MI,LANSING,551
HOLLY SPRINGS,MS,MEMPHIS,640
AFTON,WY,SALT LAKE CITY,770
SHELBY TOWNSHIP,MI,DETROIT,505
NOVATO,CA,SAN FRANCISCO - OAK - SAN JOSE,807
RIVERVIEW,FL,TAMPA - ST. PETE (SARASOTA),539
SHELBY,NC,CHARLOTTE,517
BUCKHANNON,WV,CLARKSBURG - WESTON,598
TITUSVILLE,FL,ORLANDO - DAYTONA BCH - MELBRN,534
BARTLESVILLE,OK,TULSA,671
JONESBORO,AR,JONESBORO,734
ALICE,TX,CORPUS CHRISTI,600
SPRINGDALE,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
MADERA,CA,FRESNO - VISALIA,866
OREM,UT,SALT LAKE CITY,770
TRAVERSE CITY,MI,TRAVERSE CITY - CADILLAC,540
AUBURN,AL,"COLUMBUS, GA",522
PALM COAST,FL,ORLANDO - DAYTONA BCH - MELBRN,534
FLORISSANT,MO,ST. LOUIS,609
PALM HARBOR,FL,TAMPA - ST. PETE (SARASOTA),539
MOUNTAIN GROVE,MO,"SPRINGFIELD, MO",619
MISHAWAKA,IN,SOUTH BEND - ELKHART,588
HOPKINSVILLE,KY,NASHVILLE,659
HIGHMORE,SD,SIOUX FALLS (MITCHELL),725
DONIPHAN,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
LA CROSSE,WI,LA CROSSE - EAU CLAIRE,702
LAKE CITY,FL,JACKSONVILLE,561
SIERRA VISTA,AZ,TUCSON (SIERRA VISTA),789
YORKTOWN,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
LENEXA,KS,KANSAS CITY,616
FOREST CITY,PA,WILKES BARRE - SCRANTON,577
EAGAN,MN,MINNEAPOLIS - ST. PAUL,613
WESTERVILLE,OH,"COLUMBUS, OH",535
GREEN CASTLE,MO,OTTUMWA - KIRKSVILLE,631
FRANKFORT,IN,INDIANAPOLIS,527
MONTPELIER,ID,SALT LAKE CITY,770
ORMOND BEACH,FL,ORLANDO - DAYTONA BCH - MELBRN,534
HERMITAGE,MO,"SPRINGFIELD, MO",619
ROCK CAVE,WV,CLARKSBURG - WESTON,598
MATTHEWS,NC,CHARLOTTE,517
AVA,MO,"SPRINGFIELD, MO",619
BLACKDUCK,MN,MINNEAPOLIS - ST. PAUL,613
JOPLIN,MO,JOPLIN - PITTSBURG,603
WESTMINSTER,CO,DENVER,751
EARLY,TX,ABILENE - SWEETWATER,662
INVERNESS,FL,TAMPA - ST. PETE (SARASOTA),539
MONTROSE,CO,GRAND JUNCTION - MONTROSE,773
SPRING HILL,FL,TAMPA - ST. PETE (SARASOTA),539
PAHRUMP,NV,LAS VEGAS,839
MONTEREY,CA,MONTEREY - SALINAS,828
MOUNT VERNON,NY,NEW YORK,501
GREENACRES,FL,WEST PALM BEACH - FT. PIERCE,548
GREER,SC,GREENVLL - SPART - ASHEVLL - AND,567
BUTTE,MT,BUTTE - BOZEMAN,754
ELY,NV,SALT LAKE CITY,770
HENDERSON,KY,EVANSVILLE,649
HALLOCK,MN,FARGO - VALLEY CITY,724
ARDMORE,OK,SHERMAN - ADA,657
HUTCHINSON,KS,WICHITA - HUTCHINSON PLUS,678
BLOOMFIELD,IA,OTTUMWA - KIRKSVILLE,631
FALLS CITY,NE,OMAHA,652
LORAIN,OH,CLEVELAND - AKRON (CANTON),510
NEW ROCHELLE,NY,NEW YORK,501
FALLS CHURCH,VA,"WASHINGTON, DC (HAGRSTWN)",511
TUMWATER,WA,SEATTLE - TACOMA,819
MILTON,FL,MOBILE - PENSACOLA (FT WALT),686
NORTH CHESTERFIELD,VA,RICHMOND - PETERSBURG,556
REDMOND,WA,SEATTLE - TACOMA,819
BOONE,IA,DES MOINES - AMES,679
JAMESTOWN,ND,FARGO - VALLEY CITY,724
RAPID CITY,SD,RAPID CITY,764
MONETT,MO,"SPRINGFIELD, MO",619
NORTH AUGUSTA,SC,AUGUSTA,520
CENTREVILLE,VA,"WASHINGTON, DC (HAGRSTWN)",511
TARPON SPRINGS,FL,TAMPA - ST. PETE (SARASOTA),539
CUBA,MO,ST. LOUIS,609
BRIGHAM CITY,UT,SALT LAKE CITY,770
WILSON,NC,RALEIGH - DURHAM (FAYETVLLE),560
MELROSE PARK,IL,CHICAGO,602
OAK PARK,IL,CHICAGO,602
NEWNAN,GA,ATLANTA,524
NEWHALL,CA,LOS ANGELES,803
RANCHO CORDOVA,CA,SACRAMNTO - STKTN - MODESTO,862
EVANSTON,IL,CHICAGO,602
GUNNISON,UT,SALT LAKE CITY,770
NAMPA,ID,BOISE,757
EVELETH,MN,DULUTH - SUPERIOR,676
SALISBURY,NC,CHARLOTTE,517
PRATTVILLE,AL,MONTGOMERY (SELMA),698
LA QUINTA,CA,PALM SPRINGS,804
STONE MOUNTAIN,GA,ATLANTA,524
PHENIX CITY,AL,"COLUMBUS, GA",522
LAMOURE,ND,FARGO - VALLEY CITY,724
VENICE,FL,TAMPA - ST. PETE (SARASOTA),539
DELAND,FL,ORLANDO - DAYTONA BCH - MELBRN,534
NEW TAZEWELL,TN,KNOXVILLE,557
ENGLEWOOD,CO,DENVER,751
LAKE WALES,FL,TAMPA - ST. PETE (SARASOTA),539
CODY,NE,DENVER,751
BUTLER,PA,PITTSBURGH,508
FAIRFIELD,OH,CINCINNATI,515
BELLEFONTAINE,OH,DAYTON,542
BLUE SPRINGS,MO,KANSAS CITY,616
COLUMBUS,KS,JOPLIN - PITTSBURG,603
WARSAW,IN,SOUTH BEND - ELKHART,588
JEFFERSON,IA,DES MOINES - AMES,679
CORALVILLE,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
PERU,IN,INDIANAPOLIS,527
LAKEWOOD,CO,DENVER,751
TROY,NY,ALBANY - SCHENECTADY - TROY,532
HYDEN,KY,"TRI - CITIES, TN - VA",531
GEORGETOWN,TX,AUSTIN,635
CORAL GABLES,FL,MIAMI - FT. LAUDERDALE,528
ALTUS,OK,WICHITA FALLS & LAWTON,627
WINTER PARK,FL,ORLANDO - DAYTONA BCH - MELBRN,534
TEXARKANA,TX,SHREVEPORT,612
MURRIETA,CA,PALM SPRINGS,804
ALTAMONTE SPRINGS,FL,ORLANDO - DAYTONA BCH - MELBRN,534
STUART,FL,WEST PALM BEACH - FT. PIERCE,548
HARLINGEN,TX,HARLINGEN - WSLCO - BRNSVL - MCA,636
CORRY,PA,ERIE,516
ENGELHARD,NC,GREENVILLE - N. BERN - WASHNGTN,545
BLOOMFIELD HILLS,MI,DETROIT,505
SOMERSET,KY,LEXINGTON,541
PURCELLVILLE,VA,"WASHINGTON, DC (HAGRSTWN)",511
VISTA,CA,SAN DIEGO,825
LONGWOOD,FL,ORLANDO - DAYTONA BCH - MELBRN,534
SAINT CHARLES,MO,ST. LOUIS,609
LANGDON,ND,FARGO - VALLEY CITY,724
ARAPAHOE,NE,LINCOLN & HSTNGS - KRNY,722
BOONEVILLE,KY,LEXINGTON,541
LONDON,KY,LEXINGTON,541
LAKEWAY,TX,AUSTIN,635
JEFFERSON CITY,MO,COLUMBIA - JEFFERSON CITY,604
SAINT CLAIRSVILLE,OH,WHEELING - STEUBENVILLE,554
DELTONA,FL,ORLANDO - DAYTONA BCH - MELBRN,534
LONGMONT,CO,DENVER,751
ENCINO,CA,LOS ANGELES,803
JASPER,GA,ATLANTA,524
THOMASVILLE,GA,TALLAHASSEE - THOMASVILLE,530
GARRETT,KY,CHARLESTON - HUNTINGTON,564
JACKSON,NC,NORFOLK - PORTSMTH - NEWPT NWS,544
HENDERSONVILLE,NC,GREENVLL - SPART - ASHEVLL - AND,567
SIMI VALLEY,CA,LOS ANGELES,803
WARBA,MN,DULUTH - SUPERIOR,676
ARMA,KS,JOPLIN - PITTSBURG,603
ARLINGTON HEIGHTS,IL,CHICAGO,602
BLOXOM,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
HAYS,KS,WICHITA - HUTCHINSON PLUS,678
JACKSON,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
CHANHASSEN,MN,MINNEAPOLIS - ST. PAUL,613
MORRISTOWN,TN,KNOXVILLE,557
WAUKESHA,WI,MILWAUKEE,617
DECATUR,AL,HUNTSVILLE - DECATUR (FLOR),691
ELK GROVE,CA,SACRAMNTO - STKTN - MODESTO,862
WOODLAND HILLS,CA,LOS ANGELES,803
RESTON,VA,"WASHINGTON, DC (HAGRSTWN)",511
BELVIDERE,IL,ROCKFORD,610
DAVIE,FL,MIAMI - FT. LAUDERDALE,528
BREMERTON,WA,SEATTLE - TACOMA,819
SCHAUMBURG,IL,CHICAGO,602
TRINIDAD,CO,COLORADO SPRINGS - PUEBLO,752
BAYTOWN,TX,HOUSTON,618
ELGIN,IL,CHICAGO,602
OLATHE,KS,KANSAS CITY,616
LOCUST GROVE,OK,TULSA,671
NACOGDOCHES,TX,TYLER - LONGVIEW (LFKN & NCGD),709
NORTH MIAMI,FL,MIAMI - FT. LAUDERDALE,528
WINCHESTER,VA,"WASHINGTON, DC (HAGRSTWN)",511
FEDERAL WAY,WA,SEATTLE - TACOMA,819
EUREKA,CA,EUREKA,802
BOUNTIFUL,UT,SALT LAKE CITY,770
CHANTILLY,VA,"WASHINGTON, DC (HAGRSTWN)",511
TEMPLE,TX,WACO - TEMPLE - BRYAN,625
QUEEN CREEK,AZ,PHOENIX (PRESCOTT),753
COLUMBUS,IN,INDIANAPOLIS,527
COOPERSTOWN,ND,FARGO - VALLEY CITY,724
JASPER,AL,BIRMINGHAM (ANN & TUSC),630
PASCAGOULA,MS,BILOXI - GULFPORT,746
FARMINGTON,NM,ALBUQUERQUE - SANTA FE,790
HENDERSON,TX,TYLER - LONGVIEW (LFKN & NCGD),709
CALUMET,MI,MARQUETTE,553
COLUMBIA,MO,COLUMBIA - JEFFERSON CITY,604
ELKHART,IN,SOUTH BEND - ELKHART,588
ELKADER,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
DECORAH,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
DE WITT,AR,LITTLE ROCK - PINE BLUFF,693
SAINT HELENS,OR,"PORTLAND, OR",820
TUSTIN,CA,LOS ANGELES,803
MEDINA,OH,CLEVELAND - AKRON (CANTON),510
KEY WEST,FL,MIAMI - FT. LAUDERDALE,528
MOJAVE,CA,BAKERSFIELD,800
SAINT MICHAELS,MD,BALTIMORE,512
BRIGHTON,CO,DENVER,751
BALSAM LAKE,WI,MINNEAPOLIS - ST. PAUL,613
NEWCASTLE,UT,SALT LAKE CITY,770
GREEN BANK,WV,ROANOKE - LYNCHBURG,573
DOUGLAS,AZ,TUCSON (SIERRA VISTA),789
GULF BREEZE,FL,MOBILE - PENSACOLA (FT WALT),686
NEW RINGGOLD,PA,WILKES BARRE - SCRANTON,577
DOUGLAS,GA,"ALBANY, GA",525
DOYLESTOWN,PA,PHILADELPHIA,504
LANCASTER,MO,OTTUMWA - KIRKSVILLE,631
WENATCHEE,WA,SEATTLE - TACOMA,819
LABELLE,FL,FT. MYERS - NAPLES,571
KENTON,OH,"COLUMBUS, OH",535
JURUPA VALLEY,CA,PALM SPRINGS,804
CISNE,IL,EVANSVILLE,649
KAILUA KONA,HI,HONOLULU,744
CIMARRON,KS,WICHITA - HUTCHINSON PLUS,678
VIENNA,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
SOUTH SHORE,SD,SIOUX FALLS (MITCHELL),725
LAWRENCEVILLE,VA,RICHMOND - PETERSBURG,556
BERNE,IN,FT. WAYNE,509
MEDICINE LODGE,KS,WICHITA - HUTCHINSON PLUS,678
SCOTTS VALLEY,CA,MONTEREY - SALINAS,828
ROSWELL,NM,ALBUQUERQUE - SANTA FE,790
LAND O LAKES,FL,TAMPA - ST. PETE (SARASOTA),539
CLENDENIN,WV,CHARLESTON - HUNTINGTON,564
MC DOWELL,KY,CHARLESTON - HUNTINGTON,564
LEBANON,TN,NASHVILLE,659
SNOHOMISH,WA,SEATTLE - TACOMA,819
BANKS,OR,"PORTLAND, OR",820
HICKSVILLE,NY,NEW YORK,501
CLAREMORE,OK,TULSA,671
DELHI,NY,BINGHAMTON,502
CITRUS HEIGHTS,CA,SACRAMNTO - STKTN - MODESTO,862
ROSWELL,GA,ATLANTA,524
SAINT STEPHENS CHURCH,VA,RICHMOND - PETERSBURG,556
DEER LODGE,MT,BUTTE - BOZEMAN,754
BRIDGEVILLE,PA,PITTSBURGH,508
LANCASTER,SC,CHARLOTTE,517
CLACKAMAS,OR,"PORTLAND, OR",820
KENT,OH,CLEVELAND - AKRON (CANTON),510
LA HABRA,CA,LOS ANGELES,803
WELLINGTON,TX,AMARILLO,634
NOTTINGHAM,MD,BALTIMORE,512
COEUR D ALENE,ID,SPOKANE,881
MC ARTHUR,OH,CHARLESTON - HUNTINGTON,564
MOLT,MT,BILLINGS,756
MC CONNELLSBURG,PA,"WASHINGTON, DC (HAGRSTWN)",511
BELLE PLAINE,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
BROOKVILLE,IN,CINCINNATI,515
HAGERSTOWN,MD,"WASHINGTON, DC (HAGRSTWN)",511
MERRITT ISLAND,FL,ORLANDO - DAYTONA BCH - MELBRN,534
ORWELL,OH,CLEVELAND - AKRON (CANTON),510
BELL GARDENS,CA,LOS ANGELES,803
HARMONY,NC,CHARLOTTE,517
MEDIA,PA,PHILADELPHIA,504
TRUCKEE,CA,SACRAMNTO - STKTN - MODESTO,862
KALISPELL,MT,MISSOULA,762
OROVILLE,CA,CHICO - REDDING,868
BESSEMER,AL,BIRMINGHAM (ANN & TUSC),630
CREIGHTON,NE,SIOUX CITY,624
KAHOKA,MO,QUINCY - HANNIBAL - KEOKUK,717
BARBOURVILLE,KY,LEXINGTON,541
LAKE BUTLER,FL,JACKSONVILLE,561
BARBOURSVILLE,WV,CHARLESTON - HUNTINGTON,564
NEWTON,KS,WICHITA - HUTCHINSON PLUS,678
SLATON,TX,LUBBOCK,651
HAROLD,KY,CHARLESTON - HUNTINGTON,564
NEWBURG,WV,PITTSBURGH,508
VIENNA,VA,"WASHINGTON, DC (HAGRSTWN)",511
CLEVELAND,GA,ATLANTA,524
LAGRANGE,GA,ATLANTA,524
LAMAR,IN,EVANSVILLE,649
MEDIAPOLIS,IA,DAVENPORT - R. ISLAND - MOLINE,682
OKEECHOBEE,FL,WEST PALM BEACH - FT. PIERCE,548
LAKEWOOD,NY,BUFFALO,514
HARTINGTON,NE,SIOUX CITY,624
HINESVILLE,GA,SAVANNAH,507
WASILLA,AK,ANCHORAGE,743
HIGHLAND,NY,NEW YORK,501
OAKLEY,KS,WICHITA - HUTCHINSON PLUS,678
DEL RIO,TX,SAN ANTONIO,641
KAHULUI,HI,HONOLULU,744
DADE CITY,FL,TAMPA - ST. PETE (SARASOTA),539
SANFORD,FL,ORLANDO - DAYTONA BCH - MELBRN,534
CYPRESS,TX,HOUSTON,618
ROSEVILLE,CA,SACRAMNTO - STKTN - MODESTO,862
SANFORD,NC,RALEIGH - DURHAM (FAYETVLLE),560
BRANDON,MS,"JACKSON, MS",718
CREEKSIDE,PA,PITTSBURGH,508
LAGUNA NIGUEL,CA,LOS ANGELES,803
MIDDLE RIVER,MN,FARGO - VALLEY CITY,724
TWAIN,CA,SACRAMNTO - STKTN - MODESTO,862
CUYAHOGA FALLS,OH,CLEVELAND - AKRON (CANTON),510
DRAKE,ND,MINOT - BISMARCK - DICKINSON,687
DRAKESBORO,KY,EVANSVILLE,649
DEERFIELD BEACH,FL,MIAMI - FT. LAUDERDALE,528
DOVE CREEK,CO,ALBUQUERQUE - SANTA FE,790
CANONSBURG,PA,PITTSBURGH,508
DORA,AL,BIRMINGHAM (ANN & TUSC),630
NEW VIENNA,OH,CINCINNATI,515
HAMMOND,LA,NEW ORLEANS,622
ONTARIO,CA,LOS ANGELES,803
DICKINSON,ND,MINOT - BISMARCK - DICKINSON,687
SAN MARCOS,CA,SAN DIEGO,825
HOLDREGE,NE,LINCOLN & HSTNGS - KRNY,722
CLARKSVILLE,PA,PITTSBURGH,508
ORANGE,TX,BEAUMONT - PORT ARTHUR,692
KETTLE FALLS,WA,SPOKANE,881
GRETNA,LA,NEW ORLEANS,622
DAVIS,CA,SACRAMNTO - STKTN - MODESTO,862
BICKNELL,IN,TERRE HAUTE,581
MC RAE HELENA,GA,MACON,503
KEARNEY,NE,LINCOLN & HSTNGS - KRNY,722
SAN LEANDRO,CA,SAN FRANCISCO - OAK - SAN JOSE,807
LASHMEET,WV,BLUEFIELD - BECKLEY - OAK HILL,559
HOFFMAN ESTATES,IL,CHICAGO,602
ORANGE CITY,FL,ORLANDO - DAYTONA BCH - MELBRN,534
DESHLER,OH,TOLEDO,547
